5,3,325.09,340.39,85.29,226.40,0.84,-1,-1,-1
5,4,545.08,271.88,115.41,248.18,0.85,-1,-1,-1
5,5,178.31,233.45,163.43,464.83,0.90,-1,-1,-1
5,6,403.56,234.97,123.50,280.46,0.91,-1,-1,-1
5,7,948.75,219.27,226.07,497.73,0.93,-1,-1,-1
5,8,168.69,195.04,86.09,212.63,0.67,-1,-1,-1
5,9,1189.51,350.40,90.59,359.40,0.61,-1,-1,-1
6,1,661.01,268.47,100.82,243.75,0.68,-1,-1,-1
6,2,756.96,243.88,98.55,262.00,0.74,-1,-1,-1
6,3,327.21,340.23,85.07,225.37,0.87,-1,-1,-1
6,4,546.01,271.23,115.54,248.88,0.85,-1,-1,-1
6,5,182.96,235.67,160.32,458.91,0.90,-1,-1,-1
6,6,407.45,231.26,124.82,284.51,0.93,-1,-1,-1
6,7,949.47,219.09,226.55,498.62,0.94,-1,-1,-1
6,8,170.89,194.19,88.14,217.64,0.70,-1,-1,-1
6,9,1186.85,328.40,96.21,382.33,0.65,-1,-1,-1
7,1,661.30,269.47,100.58,241.64,0.55,-1,-1,-1
7,2,756.62,243.90,97.39,261.97,0.73,-1,-1,-1
7,3,330.55,340.15,84.58,224.31,0.88,-1,-1,-1
7,4,547.18,271.71,115.26,248.41,0.85,-1,-1,-1
7,5,186.35,235.66,157.56,454.10,0.89,-1,-1,-1
7,6,410.07,229.29,124.60,285.21,0.93,-1,-1,-1
7,7,948.83,218.33,227.06,499.64,0.94,-1,-1,-1
7,8,173.11,193.95,89.09,220.01,0.68,-1,-1,-1
7,9,1184.73,304.44,102.06,407.35,0.69,-1,-1,-1
8,1,659.85,271.22,99.32,238.04,0.63,-1,-1,-1
8,2,756.60,242.54,96.70,262.65,0.72,-1,-1,-1
8,3,332.89,338.04,84.71,224.64,0.88,-1,-1,-1
8,4,547.60,271.89,115.10,248.22,0.85,-1,-1,-1
8,5,190.19,235.59,155.25,450.43,0.89,-1,-1,-1
8,6,413.13,228.64,123.39,283.35,0.93,-1,-1,-1
8,7,948.43,218.06,227.55,500.68,0.93,-1,-1,-1
8,8,174.84,195.34,91.41,225.89,0.63,-1,-1,-1
8,9,1183.88,301.18,102.87,412.39,0.69,-1,-1,-1
9,1,657.90,271.17,98.84,237.38,0.65,-1,-1,-1
9,2,752.61,245.46,95.49,257.45,0.74,-1,-1,-1
9,3,333.76,335.22,84.55,224.10,0.87,-1,-1,-1
9,4,548.02,269.91,116.48,251.55,0.85,-1,-1,-1
9,5,191.18,232.75,152.24,445.11,0.92,-1,-1,-1
9,6,416.14,227.79,121.60,279.90,0.93,-1,-1,-1
9,7,948.26,216.60,227.74,501.72,0.93,-1,-1,-1
9,8,174.73,197.92,92.67,228.59,0.65,-1,-1,-1
9,9,1187.60,320.05,97.88,394.11,0.66,-1,-1,-1
10,1,658.16,270.46,98.72,237.81,0.68,-1,-1,-1
10,2,751.29,245.87,96.07,256.90,0.75,-1,-1,-1
10,3,336.17,332.84,84.20,222.56,0.86,-1,-1,-1
10,4,548.44,271.21,115.07,248.72,0.84,-1,-1,-1
10,5,193.87,231.68,149.00,438.54,0.91,-1,-1,-1
10,6,419.99,227.54,119.93,275.88,0.91,-1,-1,-1
10,7,947.61,216.08,227.62,502.09,0.93,-1,-1,-1
10,8,180.10,196.10,92.99,229.48,0.52,-1,-1,-1
10,9,1190.23,332.69,94.20,380.91,0.62,-1,-1,-1
11,1,659.04,271.54,97.77,236.62,0.70,-1,-1,-1
11,2,750.74,246.02,96.45,256.73,0.75,-1,-1,-1
11,3,340.81,330.64,83.85,220.66,0.87,-1,-1,-1
11,4,548.30,271.71,114.39,247.62,0.82,-1,-1,-1
11,5,197.48,232.64,145.11,430.16,0.90,-1,-1,-1
11,6,424.47,228.86,119.02,273.73,0.89,-1,-1,-1
11,7,946.78,215.90,227.40,502.20,0.93,-1,-1,-1
11,9,1192.62,342.23,91.33,371.13,0.62,-1,-1,-1
11,10,1.00,313.40,28.40,179.40,0.62,-1,-1,-1
12,1,658.82,269.92,97.14,236.17,0.66,-1,-1,-1
12,2,751.67,243.38,97.03,260.05,0.77,-1,-1,-1
12,3,345.47,328.52,84.39,221.33,0.87,-1,-1,-1
12,4,547.61,271.23,114.03,247.21,0.82,-1,-1,-1
12,5,198.27,232.98,141.20,420.47,0.89,-1,-1,-1
12,6,427.12,229.38,117.78,270.95,0.89,-1,-1,-1
12,7,947.23,215.85,227.14,502.22,0.93,-1,-1,-1
12,9,1194.44,347.75,89.01,363.42,0.59,-1,-1,-1
12,10,1.25,309.26,29.14,183.70,0.66,-1,-1,-1
13,1,657.17,267.30,98.68,240.69,0.56,-1,-1,-1
13,2,751.22,245.06,96.22,257.31,0.80,-1,-1,-1
13,3,349.02,326.44,84.77,221.60,0.86,-1,-1,-1
13,4,548.24,272.39,113.42,245.72,0.81,-1,-1,-1
13,5,197.68,231.73,140.01,417.82,0.89,-1,-1,-1
13,6,428.82,229.61,116.97,268.61,0.88,-1,-1,-1
13,7,947.43,215.17,226.98,502.88,0.93,-1,-1,-1
13,9,1195.43,349.01,88.14,362.04,0.58,-1,-1,-1
13,10,2.08,302.48,30.18,189.76,0.69,-1,-1,-1
13,11,610.94,202.80,80.33,241.00,0.70,-1,-1,-1
14,1,657.00,266.33,98.35,240.39,0.65,-1,-1,-1
14,2,751.18,245.03,96.33,256.95,0.81,-1,-1,-1
14,3,353.13,329.05,83.16,214.38,0.82,-1,-1,-1
14,4,548.58,272.82,112.98,244.50,0.80,-1,-1,-1
14,5,196.93,231.26,138.53,413.00,0.89,-1,-1,-1
14,6,431.10,228.37,116.46,267.12,0.88,-1,-1,-1
14,7,946.60,214.27,226.75,503.10,0.93,-1,-1,-1
14,9,1195.17,348.73,87.66,361.60,0.58,-1,-1,-1
14,10,2.22,295.26,31.49,197.48,0.76,-1,-1,-1
14,11,612.27,203.73,79.05,237.11,0.68,-1,-1,-1
15,1,657.12,265.31,97.87,239.59,0.65,-1,-1,-1
15,2,750.13,244.35,96.47,257.50,0.80,-1,-1,-1
15,3,356.96,329.42,83.76,213.71,0.83,-1,-1,-1
15,4,549.60,273.65,112.34,242.72,0.79,-1,-1,-1
15,5,195.29,230.41,137.93,410.76,0.90,-1,-1,-1
15,6,433.08,227.93,117.15,267.96,0.89,-1,-1,-1
15,7,947.29,213.95,226.63,503.84,0.93,-1,-1,-1
15,9,1193.85,337.09,89.89,373.66,0.57,-1,-1,-1
15,10,2.49,291.54,32.14,200.67,0.76,-1,-1,-1
15,11,612.97,204.83,78.11,234.27,0.66,-1,-1,-1
16,1,658.67,266.27,96.01,235.29,0.69,-1,-1,-1
16,2,751.09,244.10,96.50,257.72,0.79,-1,-1,-1
16,3,361.40,328.25,84.41,214.85,0.85,-1,-1,-1
16,4,551.74,273.29,111.24,240.07,0.78,-1,-1,-1
16,5,193.74,231.45,136.86,406.09,0.88,-1,-1,-1
16,6,434.86,227.79,117.78,268.31,0.89,-1,-1,-1
16,7,948.00,212.51,227.03,505.42,0.93,-1,-1,-1
16,9,1194.41,339.43,88.60,370.14,0.57,-1,-1,-1
16,10,2.93,290.45,32.29,200.20,0.78,-1,-1,-1
16,11,613.79,202.85,78.86,236.56,0.68,-1,-1,-1
16,12,287.29,191.00,88.22,321.60,0.65,-1,-1,-1
17,1,659.97,265.99,95.87,235.66,0.67,-1,-1,-1
17,2,752.62,242.68,96.84,257.82,0.79,-1,-1,-1
17,3,366.05,327.17,83.75,213.31,0.88,-1,-1,-1
17,4,552.48,272.47,110.90,239.10,0.79,-1,-1,-1
17,5,188.40,224.43,139.92,411.28,0.86,-1,-1,-1
17,6,436.53,228.43,117.80,266.49,0.90,-1,-1,-1
17,7,948.11,210.67,227.51,507.33,0.93,-1,-1,-1
17,9,1194.31,346.38,86.70,362.08,0.54,-1,-1,-1
17,10,3.36,289.59,32.43,199.12,0.76,-1,-1,-1
17,11,615.15,201.47,79.03,236.66,0.71,-1,-1,-1
17,12,285.00,189.45,89.09,325.01,0.73,-1,-1,-1
18,1,659.14,263.24,97.12,240.46,0.63,-1,-1,-1
18,2,752.69,240.16,96.66,259.19,0.80,-1,-1,-1
18,3,367.91,326.13,83.66,214.11,0.87,-1,-1,-1
18,4,552.71,270.17,110.85,238.77,0.80,-1,-1,-1
18,5,186.25,223.87,141.43,411.99,0.86,-1,-1,-1
18,6,436.69,228.69,118.53,266.51,0.90,-1,-1,-1
18,7,949.13,209.33,228.35,509.34,0.93,-1,-1,-1
18,9,1192.36,346.98,86.42,359.05,0.52,-1,-1,-1
18,10,4.02,288.78,32.78,198.56,0.78,-1,-1,-1
18,11,616.85,201.71,79.40,236.02,0.68,-1,-1,-1
18,12,288.85,192.04,88.68,323.03,0.74,-1,-1,-1
19,1,662.91,260.91,94.67,237.65,0.65,-1,-1,-1
19,2,753.30,239.23,96.10,259.05,0.79,-1,-1,-1
19,3,369.83,325.77,82.93,213.78,0.86,-1,-1,-1
19,4,552.65,269.31,111.08,238.67,0.80,-1,-1,-1
19,5,189.54,223.69,141.83,412.39,0.85,-1,-1,-1
19,6,437.34,228.13,118.77,265.89,0.88,-1,-1,-1
19,7,949.41,207.53,228.87,510.73,0.93,-1,-1,-1
19,9,1189.16,338.48,88.60,366.00,0.55,-1,-1,-1
19,10,4.45,288.62,33.15,197.56,0.78,-1,-1,-1
19,11,616.98,200.43,80.38,237.22,0.69,-1,-1,-1
19,12,293.53,192.91,87.01,317.03,0.74,-1,-1,-1
20,1,665.31,259.38,92.48,235.23,0.67,-1,-1,-1
20,2,752.43,238.23,97.41,260.32,0.80,-1,-1,-1
20,3,370.33,325.67,81.53,212.35,0.85,-1,-1,-1
20,4,551.77,265.67,112.85,241.99,0.81,-1,-1,-1
20,5,181.25,222.98,144.46,413.31,0.85,-1,-1,-1
20,6,437.15,227.93,118.88,265.69,0.87,-1,-1,-1
20,7,948.59,204.90,229.58,513.21,0.94,-1,-1,-1
20,9,1189.48,343.27,87.73,360.00,0.54,-1,-1,-1
20,10,4.95,287.35,33.89,197.10,0.77,-1,-1,-1
20,11,615.62,199.30,82.10,240.41,0.65,-1,-1,-1
20,12,298.62,192.42,86.54,314.35,0.73,-1,-1,-1
21,1,667.84,259.50,91.02,234.32,0.73,-1,-1,-1
21,2,751.02,237.88,98.09,260.80,0.81,-1,-1,-1
21,3,370.63,325.00,79.87,211.18,0.84,-1,-1,-1
21,4,550.93,264.99,113.19,242.59,0.80,-1,-1,-1
21,5,186.70,224.08,142.93,409.10,0.81,-1,-1,-1
21,6,437.01,227.87,118.26,264.31,0.86,-1,-1,-1
21,7,947.32,201.97,230.45,516.74,0.94,-1,-1,-1
21,9,1189.44,351.80,87.10,354.38,0.58,-1,-1,-1
21,10,4.92,286.99,34.54,196.18,0.76,-1,-1,-1
21,11,614.30,197.55,83.63,242.93,0.62,-1,-1,-1
21,12,302.27,204.34,83.74,301.43,0.74,-1,-1,-1
22,1,669.29,258.25,89.43,232.67,0.77,-1,-1,-1
22,2,749.22,236.44,98.91,261.64,0.82,-1,-1,-1
22,3,372.31,324.77,77.91,209.45,0.82,-1,-1,-1
22,4,550.84,263.44,114.15,244.80,0.84,-1,-1,-1
22,5,189.75,222.52,141.77,406.27,0.75,-1,-1,-1
22,6,437.26,225.87,118.61,265.82,0.88,-1,-1,-1
22,7,946.81,200.24,230.82,518.70,0.93,-1,-1,-1
22,9,1189.71,349.62,87.66,355.00,0.55,-1,-1,-1
22,10,4.41,286.28,35.06,195.11,0.80,-1,-1,-1
22,11,612.01,196.26,84.38,243.85,0.63,-1,-1,-1
22,12,303.52,204.92,83.91,299.88,0.73,-1,-1,-1
23,1,670.16,258.48,88.12,231.39,0.75,-1,-1,-1
23,2,749.41,234.61,99.45,263.27,0.82,-1,-1,-1
23,3,376.60,322.72,75.02,204.84,0.62,-1,-1,-1
23,4,551.03,262.22,115.38,246.96,0.85,-1,-1,-1
23,5,194.21,221.96,138.69,397.31,0.80,-1,-1,-1
23,6,436.42,222.49,119.16,268.40,0.89,-1,-1,-1
23,7,946.47,198.31,231.23,521.36,0.93,-1,-1,-1
23,9,1189.26,350.77,88.33,355.94,0.61,-1,-1,-1
23,10,4.77,285.44,36.11,196.00,0.79,-1,-1,-1
23,11,613.30,195.81,85.00,244.17,0.56,-1,-1,-1
23,12,301.56,196.68,86.48,307.84,0.73,-1,-1,-1
24,1,671.36,259.26,87.17,230.27,0.75,-1,-1,-1
24,2,750.20,233.94,98.90,262.56,0.83,-1,-1,-1
24,3,381.47,319.29,73.24,203.15,0.77,-1,-1,-1
24,4,550.99,259.15,117.35,251.72,0.86,-1,-1,-1
24,5,185.71,220.44,140.46,396.75,0.83,-1,-1,-1
24,6,437.10,219.25,117.95,266.75,0.90,-1,-1,-1
24,7,946.56,197.63,230.95,522.32,0.94,-1,-1,-1
24,9,1188.36,349.85,88.73,355.01,0.60,-1,-1,-1
24,10,4.58,283.87,37.11,196.96,0.79,-1,-1,-1
24,11,613.89,193.01,86.33,246.93,0.65,-1,-1,-1
24,12,302.52,187.59,90.04,318.90,0.74,-1,-1,-1
25,1,671.51,258.24,87.35,231.20,0.75,-1,-1,-1
25,2,752.52,234.37,97.31,259.63,0.81,-1,-1,-1
25,3,384.27,318.73,71.76,201.25,0.77,-1,-1,-1
25,4,553.69,259.33,116.58,249.58,0.85,-1,-1,-1
25,5,181.64,217.90,142.32,397.31,0.84,-1,-1,-1
25,6,436.81,216.07,119.16,269.44,0.89,-1,-1,-1
25,7,947.55,197.43,230.26,522.62,0.94,-1,-1,-1
25,9,1190.20,348.14,88.54,354.03,0.58,-1,-1,-1
25,10,4.31,282.03,37.84,196.62,0.80,-1,-1,-1
25,12,303.73,187.55,90.85,320.38,0.71,-1,-1,-1
26,1,671.02,256.56,87.15,231.58,0.75,-1,-1,-1
26,2,754.76,233.91,96.64,258.52,0.79,-1,-1,-1
26,3,388.97,319.24,70.38,198.59,0.79,-1,-1,-1
26,4,556.57,260.11,115.21,246.73,0.84,-1,-1,-1
26,5,175.18,215.66,143.64,392.30,0.86,-1,-1,-1
26,6,437.69,213.60,118.87,268.48,0.90,-1,-1,-1
26,7,948.31,196.74,229.87,523.34,0.93,-1,-1,-1
26,9,1191.64,346.82,88.31,353.70,0.57,-1,-1,-1
26,10,4.19,281.40,38.10,193.81,0.83,-1,-1,-1
26,12,307.33,192.25,90.04,314.26,0.72,-1,-1,-1
27,1,669.57,254.63,86.92,232.39,0.73,-1,-1,-1
27,2,754.79,232.43,96.68,259.43,0.79,-1,-1,-1
27,3,393.22,316.79,70.03,197.66,0.77,-1,-1,-1
27,4,556.07,259.12,115.82,248.29,0.85,-1,-1,-1
27,5,174.56,214.19,144.59,387.86,0.88,-1,-1,-1
27,6,438.98,212.06,116.76,264.15,0.90,-1,-1,-1
27,7,949.17,196.52,229.24,523.56,0.93,-1,-1,-1
27,9,1190.49,344.99,88.96,355.60,0.56,-1,-1,-1
27,10,3.80,278.58,38.85,194.05,0.85,-1,-1,-1
27,12,308.80,194.06,89.99,311.26,0.71,-1,-1,-1
28,1,669.37,253.93,86.11,230.73,0.73,-1,-1,-1
28,2,754.21,231.90,96.51,259.12,0.81,-1,-1,-1
28,3,398.40,315.25,69.84,198.05,0.83,-1,-1,-1
28,4,556.57,259.43,115.28,246.89,0.84,-1,-1,-1
28,5,174.87,213.02,144.65,383.64,0.86,-1,-1,-1
28,6,440.27,210.20,116.28,263.85,0.90,-1,-1,-1
28,7,951.16,197.14,228.29,522.28,0.93,-1,-1,-1
28,9,1188.99,341.65,90.68,362.29,0.56,-1,-1,-1
28,10,4.08,276.93,39.58,193.46,0.86,-1,-1,-1
28,12,312.92,196.74,88.69,304.81,0.79,-1,-1,-1
29,1,669.58,253.70,86.53,232.10,0.72,-1,-1,-1
29,2,755.31,231.07,96.45,259.67,0.79,-1,-1,-1
29,3,401.64,313.38,69.60,197.58,0.83,-1,-1,-1
29,4,556.92,260.24,114.72,244.36,0.84,-1,-1,-1
29,5,175.83,212.63,144.42,381.53,0.83,-1,-1,-1
29,6,442.07,208.24,114.73,261.11,0.87,-1,-1,-1
29,7,951.90,196.10,227.95,522.41,0.93,-1,-1,-1
29,9,1187.73,338.44,91.39,364.16,0.56,-1,-1,-1
29,10,4.17,274.39,40.51,193.89,0.85,-1,-1,-1
29,12,315.23,203.79,86.47,295.72,0.82,-1,-1,-1
30,1,669.01,253.64,86.67,233.29,0.71,-1,-1,-1
30,2,757.03,230.78,95.79,259.21,0.78,-1,-1,-1
30,3,404.57,314.73,69.15,194.80,0.82,-1,-1,-1
30,4,556.99,261.24,114.57,242.74,0.83,-1,-1,-1
30,5,172.34,211.86,144.77,380.86,0.81,-1,-1,-1
30,6,443.71,207.56,113.48,258.77,0.86,-1,-1,-1
30,7,953.06,196.39,227.35,521.76,0.93,-1,-1,-1
30,9,1186.37,336.57,92.12,365.52,0.54,-1,-1,-1
30,10,4.12,272.17,41.65,195.37,0.87,-1,-1,-1
30,12,317.92,205.69,86.52,292.43,0.82,-1,-1,-1
31,1,668.62,255.62,85.74,231.76,0.68,-1,-1,-1
31,2,757.42,230.04,95.37,259.05,0.76,-1,-1,-1
31,3,407.48,313.27,70.45,195.14,0.79,-1,-1,-1
31,4,558.26,261.63,114.64,242.14,0.79,-1,-1,-1
31,5,162.03,210.95,147.68,382.05,0.83,-1,-1,-1
31,6,445.38,207.37,112.16,255.94,0.86,-1,-1,-1
31,7,953.96,195.88,227.50,523.47,0.92,-1,-1,-1
31,9,1183.36,326.01,93.45,367.34,0.54,-1,-1,-1
31,10,4.55,271.41,42.47,194.60,0.86,-1,-1,-1
31,12,320.03,202.98,88.16,293.34,0.79,-1,-1,-1
32,1,669.13,255.74,85.38,231.19,0.68,-1,-1,-1
32,2,758.79,230.45,94.73,258.32,0.75,-1,-1,-1
32,3,410.60,312.10,71.95,195.31,0.74,-1,-1,-1
32,4,560.04,261.79,114.68,241.93,0.78,-1,-1,-1
32,5,160.02,211.31,149.17,382.59,0.85,-1,-1,-1
32,6,445.87,208.02,111.18,252.92,0.87,-1,-1,-1
32,7,954.20,195.71,227.07,523.43,0.92,-1,-1,-1
32,9,1181.28,326.00,95.84,374.59,0.57,-1,-1,-1
32,10,5.19,271.20,43.12,192.30,0.86,-1,-1,-1
32,12,319.54,203.27,89.13,292.42,0.79,-1,-1,-1
33,1,670.20,255.80,85.49,231.64,0.67,-1,-1,-1
33,2,760.31,229.96,95.08,259.38,0.76,-1,-1,-1
33,3,413.71,311.70,73.71,196.75,0.73,-1,-1,-1
33,4,561.67,263.18,114.04,240.54,0.74,-1,-1,-1
33,5,162.58,210.15,149.89,386.86,0.83,-1,-1,-1
33,6,446.30,208.32,110.91,251.84,0.87,-1,-1,-1
33,7,954.54,195.68,227.02,524.04,0.92,-1,-1,-1
33,9,1178.83,324.75,97.51,378.61,0.58,-1,-1,-1
33,10,6.44,272.52,43.97,189.43,0.87,-1,-1,-1
33,12,318.09,203.35,91.19,291.50,0.79,-1,-1,-1
34,1,670.88,256.49,85.61,232.48,0.65,-1,-1,-1
34,2,761.36,230.46,94.90,259.12,0.76,-1,-1,-1
34,3,414.89,311.59,75.45,197.99,0.68,-1,-1,-1
34,4,564.18,257.74,116.61,247.33,0.68,-1,-1,-1
34,5,169.40,211.73,146.48,385.22,0.84,-1,-1,-1
34,6,445.77,207.13,111.49,252.16,0.85,-1,-1,-1
34,7,955.77,197.01,226.09,522.27,0.92,-1,-1,-1
34,10,7.18,272.41,46.36,193.03,0.87,-1,-1,-1
34,12,321.19,202.68,92.53,291.23,0.79,-1,-1,-1
35,1,670.90,256.77,85.46,232.80,0.64,-1,-1,-1
35,2,761.08,230.67,94.80,259.68,0.75,-1,-1,-1
35,4,557.96,259.00,114.77,245.27,0.66,-1,-1,-1
35,5,166.35,213.03,144.65,383.32,0.86,-1,-1,-1
35,6,446.45,208.05,110.54,248.34,0.81,-1,-1,-1
35,7,956.81,197.53,225.89,522.23,0.92,-1,-1,-1
35,10,7.64,274.38,48.15,193.70,0.88,-1,-1,-1
35,12,322.54,201.07,93.82,291.20,0.81,-1,-1,-1
35,11,610.28,183.08,93.71,272.35,0.56,-1,-1,-1
36,1,673.45,258.86,84.93,230.95,0.66,-1,-1,-1
36,2,761.60,230.77,94.79,259.90,0.76,-1,-1,-1
36,4,555.06,262.16,112.32,243.14,0.67,-1,-1,-1
36,5,170.22,213.54,142.60,383.99,0.85,-1,-1,-1
36,6,448.44,207.11,109.99,245.62,0.79,-1,-1,-1
36,7,957.70,197.75,226.09,522.20,0.92,-1,-1,-1
36,10,8.20,276.50,49.98,193.95,0.90,-1,-1,-1
36,12,329.05,201.12,93.47,287.92,0.81,-1,-1,-1
36,11,608.96,185.44,92.25,272.01,0.60,-1,-1,-1
36,8,278.24,185.14,103.32,282.80,0.55,-1,-1,-1
36,9,1175.04,313.49,101.82,392.66,0.55,-1,-1,-1
37,1,674.55,259.65,85.11,230.91,0.69,-1,-1,-1
37,2,762.66,231.48,94.35,259.32,0.75,-1,-1,-1
37,4,556.54,264.69,110.23,240.35,0.68,-1,-1,-1
37,5,171.06,217.05,139.83,380.31,0.85,-1,-1,-1
37,6,449.90,209.45,108.31,239.33,0.81,-1,-1,-1
37,7,958.06,197.84,226.08,522.18,0.92,-1,-1,-1
37,10,9.04,279.97,51.32,191.40,0.90,-1,-1,-1
37,12,331.30,200.45,93.54,286.09,0.81,-1,-1,-1
37,8,283.81,186.82,95.19,281.74,0.59,-1,-1,-1
37,9,1175.02,309.95,102.86,395.29,0.55,-1,-1,-1
37,3,425.18,311.47,75.31,195.38,0.58,-1,-1,-1
38,1,673.42,259.95,84.26,228.26,0.63,-1,-1,-1
38,2,763.02,233.08,94.23,258.44,0.80,-1,-1,-1
38,4,559.35,268.30,108.26,236.65,0.68,-1,-1,-1
38,5,174.43,221.05,137.36,377.64,0.87,-1,-1,-1
38,6,449.82,211.71,110.20,242.43,0.80,-1,-1,-1
38,7,958.28,197.88,225.88,522.16,0.92,-1,-1,-1
38,10,9.51,281.97,53.45,191.76,0.88,-1,-1,-1
38,12,336.13,200.20,92.72,282.80,0.75,-1,-1,-1
38,8,290.07,192.05,89.37,276.69,0.51,-1,-1,-1
38,9,1174.17,309.37,103.62,396.21,0.56,-1,-1,-1
39,1,673.12,261.38,84.31,227.93,0.62,-1,-1,-1
39,2,764.59,235.01,93.91,258.11,0.79,-1,-1,-1
39,4,560.89,270.97,107.23,234.61,0.67,-1,-1,-1
39,5,177.66,225.19,134.54,373.38,0.85,-1,-1,-1
39,6,453.79,212.54,108.16,238.31,0.79,-1,-1,-1
39,7,957.69,199.22,225.11,520.82,0.92,-1,-1,-1
39,10,10.55,284.70,54.42,189.25,0.86,-1,-1,-1
39,12,341.09,202.10,91.93,280.31,0.73,-1,-1,-1
39,8,295.58,194.08,85.86,273.99,0.51,-1,-1,-1
39,9,1173.41,309.21,103.50,392.58,0.55,-1,-1,-1
39,3,436.64,313.91,72.72,188.70,0.69,-1,-1,-1
40,1,672.13,261.24,83.42,225.83,0.58,-1,-1,-1
40,2,765.78,236.40,93.88,257.99,0.78,-1,-1,-1
40,4,560.95,269.94,109.21,238.55,0.71,-1,-1,-1
40,5,180.83,226.72,132.92,371.18,0.88,-1,-1,-1
40,6,456.18,213.52,106.89,236.16,0.78,-1,-1,-1
40,7,958.03,201.06,224.33,518.98,0.93,-1,-1,-1
40,10,12.24,285.06,55.44,186.97,0.89,-1,-1,-1
40,12,343.96,204.14,92.04,278.79,0.75,-1,-1,-1
40,9,1173.24,307.90,103.27,388.50,0.54,-1,-1,-1
40,3,441.75,315.20,72.29,188.70,0.64,-1,-1,-1
41,1,671.21,261.84,82.82,224.40,0.59,-1,-1,-1
41,2,766.00,237.57,94.27,258.61,0.77,-1,-1,-1
41,4,560.76,276.79,107.05,234.10,0.65,-1,-1,-1
41,5,185.46,227.25,130.74,369.10,0.87,-1,-1,-1
41,6,457.98,216.56,105.84,234.76,0.76,-1,-1,-1
41,7,957.95,203.07,223.11,516.30,0.93,-1,-1,-1
41,10,14.56,287.17,56.34,185.47,0.87,-1,-1,-1
41,12,344.83,204.88,92.24,278.30,0.70,-1,-1,-1
41,9,1173.35,311.43,102.86,383.63,0.58,-1,-1,-1
41,3,447.05,321.64,69.66,183.37,0.60,-1,-1,-1
42,1,672.12,262.72,82.76,223.89,0.61,-1,-1,-1
42,2,767.12,238.00,94.94,260.83,0.78,-1,-1,-1
42,4,554.56,284.71,103.12,229.75,0.69,-1,-1,-1
42,5,188.53,228.07,127.89,365.07,0.86,-1,-1,-1
42,6,457.98,217.01,108.05,240.99,0.73,-1,-1,-1
42,7,959.65,203.82,222.48,514.63,0.92,-1,-1,-1
42,10,15.03,286.61,57.37,185.60,0.88,-1,-1,-1
42,12,344.57,204.47,94.61,283.51,0.75,-1,-1,-1
42,9,1174.93,328.08,100.35,369.84,0.56,-1,-1,-1
42,11,604.78,197.14,94.84,288.80,0.59,-1,-1,-1
43,1,674.18,265.03,84.62,227.05,0.63,-1,-1,-1
43,2,767.66,240.13,94.91,261.01,0.77,-1,-1,-1
43,4,551.92,287.60,101.00,229.51,0.75,-1,-1,-1
43,5,188.99,229.68,125.48,360.30,0.88,-1,-1,-1
43,6,460.31,221.12,105.45,234.77,0.71,-1,-1,-1
43,7,959.58,206.08,221.65,512.04,0.92,-1,-1,-1
43,10,15.50,288.37,57.73,181.69,0.89,-1,-1,-1
43,12,343.74,202.99,96.80,287.48,0.75,-1,-1,-1
43,9,1174.71,324.32,102.42,376.08,0.55,-1,-1,-1
43,11,606.87,202.82,92.24,288.00,0.60,-1,-1,-1
44,1,674.21,267.19,85.47,226.93,0.65,-1,-1,-1
44,2,766.63,240.91,94.67,261.73,0.79,-1,-1,-1
